pct,month,address5,total_pericyazine,list_size,pericyazine_per_1000
02X,2017-11-01,0.0,1.0,5741,0.17418568193694478
02X,2017-12-01,0.0,1.0,5688,0.17580872011251758
02X,2018-01-01,0.0,2.0,9644,0.20738282870178348
02X,2018-02-01,0.0,4.0,16990,0.9746399293680106
02X,2018-03-01,0.0,1.0,5620,0.17793594306049823
02X,2018-04-01,0.0,9.0,15225,1.0839750341475396
02X,2018-05-01,0.0,4.0,11359,0.9100703757192307
02X,2018-06-01,0.0,8.0,15182,1.0628029136892536
02X,2018-07-01,0.0,1.0,1669,0.5991611743559018
02X,2018-08-01,0.0,1.0,7619,0.131250820317627
02X,2018-09-01,0.0,2.0,9300,0.7336456770638459
02X,2018-10-01,0.0,1.0,7633,0.13101008777675882
02X,2018-11-01,0.0,2.0,9309,0.7383829025769238
02X,2018-12-01,0.0,1.0,7683,0.13015749056358195
02X,2019-01-01,0.0,1.0,7677,0.13025921583952066
02X,2019-02-01,0.0,1.0,7669,0.13039509714434735
02X,2019-03-01,0.0,1.0,7688,0.1300728407908429
02X,2019-04-01,0.0,2.0,9336,0.7375724260412996
02X,2019-05-01,0.0,3.0,9378,0.8638603539313634
02X,2019-06-01,0.0,2.0,7700,0.2597402597402597
02Y,2014-07-01,0.0,3.0,12341,0.24309213191799692
02Y,2014-08-01,0.0,3.0,14976,0.5415680626448885
02Y,2014-09-01,0.0,2.0,2635,0.7590132827324478
02Y,2014-10-01,0.0,4.0,14972,0.6241775022755249
02Y,2014-11-01,0.0,2.0,14972,0.4622210685561955
02Y,2014-12-01,0.0,4.0,23250,0.66400141153328
02Y,2015-01-01,0.0,2.0,14968,0.461831456695649
02Y,2015-02-01,0.0,3.0,14968,0.5428556018909172
02Y,2015-03-01,0.0,4.0,24851,0.6440394529482885
02Y,2015-04-01,0.0,4.0,24746,0.6478556155286359
02Y,2015-05-01,0.0,1.0,12288,0.08138020833333333
02Y,2015-06-01,0.0,5.0,24746,1.0314382775923105
02Y,2015-07-01,0.0,3.0,14846,0.5528555289744566
02Y,2015-08-01,0.0,3.0,12282,0.24425989252564728
02Y,2015-09-01,0.0,2.0,12282,0.16283992835043154
02Y,2015-10-01,0.0,2.0,12280,0.16286644951140067
02Y,2015-11-01,0.0,2.0,12280,0.16286644951140067
02Y,2015-12-01,0.0,2.0,12280,0.16286644951140067
02Y,2016-01-01,0.0,3.0,12265,0.24459845087647775
02Y,2016-02-01,0.0,2.0,12265,0.16306563391765186
02Y,2016-03-01,0.0,2.0,12265,0.16306563391765186
02Y,2016-04-01,0.0,2.0,12239,0.16341204346760355
02Y,2016-05-01,0.0,1.0,12239,0.08170602173380177
02Y,2016-06-01,0.0,4.0,12239,0.3268240869352071
02Y,2016-07-01,0.0,1.0,12279,0.08143985666585227
02Y,2016-08-01,0.0,2.0,12279,0.16287971333170453
02Y,2016-09-01,0.0,1.0,12279,0.08143985666585227
02Y,2016-10-01,0.0,2.0,12291,0.16272068993572533
02Y,2016-11-01,0.0,3.0,12291,0.24408103490358798
02Y,2016-12-01,0.0,2.0,12291,0.16272068993572533
02Y,2017-01-01,0.0,2.0,12296,0.16265452179570594
02Y,2017-02-01,0.0,3.0,12296,0.24398178269355889
02Y,2017-03-01,0.0,2.0,12296,0.16265452179570594
02Y,2017-04-01,0.0,2.0,12235,0.1634654679199019
02Y,2017-05-01,0.0,1.0,12223,0.08181297553792032
02Y,2017-07-01,0.0,1.0,12231,0.0817594636579184
02Y,2017-08-01,0.0,1.0,12224,0.0818062827225131
02Y,2017-10-01,0.0,1.0,12233,0.08174609662388621
02Y,2017-11-01,0.0,2.0,12239,0.16341204346760355
02Y,2017-12-01,0.0,1.0,12253,0.08161266628580756
02Y,2018-01-01,0.0,1.0,12291,0.08136034496786267
02Y,2018-03-01,0.0,1.0,12247,0.08165264962848044
02Y,2018-04-01,0.0,1.0,12235,0.08173273395995095
02Y,2018-05-01,0.0,1.0,12244,0.08167265599477294
02Y,2018-07-01,0.0,1.0,12254,0.08160600620205648
02Y,2018-08-01,0.0,1.0,12254,0.08160600620205648
02Y,2018-09-01,0.0,1.0,12232,0.08175277959450622
02Y,2018-11-01,0.0,2.0,12237,0.16343875132793984
02Y,2018-12-01,0.0,1.0,12239,0.08170602173380177
02Y,2019-01-01,0.0,1.0,12239,0.08170602173380177
02Y,2019-02-01,0.0,1.0,12220,0.08183306055646482
02Y,2019-03-01,0.0,1.0,12216,0.08185985592665357
02Y,2019-05-01,0.0,1.0,12156,0.08226390259953932
02Y,2019-06-01,0.0,1.0,35758,0.027965769897645282
03D,2014-08-01,0.0,1.0,2319,0.43122035360068994
03D,2014-10-01,0.0,1.0,2346,0.42625745950554134
03D,2015-07-01,0.0,1.0,2352,0.42517006802721086
03D,2015-08-01,0.0,1.0,2352,0.42517006802721086
03D,2015-09-01,0.0,1.0,2352,0.42517006802721086
03D,2016-06-01,0.0,1.0,2313,0.4323389537397319
03D,2016-10-01,0.0,1.0,2319,0.43122035360068994
03D,2016-12-01,0.0,1.0,2319,0.43122035360068994
03D,2017-02-01,0.0,1.0,2327,0.42973785990545765
03D,2017-04-01,0.0,1.0,2335,0.4282655246252676
03D,2017-06-01,0.0,1.0,2346,0.42625745950554134
03D,2018-03-01,0.0,1.0,2359,0.42390843577787196
03D,2018-08-01,0.0,1.0,2385,0.4192872117400419
03D,2019-05-01,0.0,1.0,2395,0.41753653444676414
03E,2014-08-01,0.0,1.0,7836,0.12761613067891783
03E,2014-10-01,0.0,1.0,7810,0.12804097311139565
03E,2014-11-01,0.0,1.0,7810,0.12804097311139565
03E,2014-12-01,0.0,2.0,7810,0.2560819462227913
03E,2015-01-01,0.0,2.0,7778,0.2571355104139882
03E,2015-02-01,0.0,1.0,7778,0.1285677552069941
03E,2015-03-01,0.0,1.0,7778,0.1285677552069941
03E,2015-04-01,0.0,1.0,7761,0.12884937508053088
03E,2015-06-01,0.0,1.0,7761,0.12884937508053088
03E,2015-07-01,0.0,2.0,7728,0.2587991718426501
03E,2015-08-01,0.0,1.0,7728,0.12939958592132506
03E,2015-09-01,0.0,1.0,7728,0.12939958592132506
03E,2015-10-01,0.0,1.0,7667,0.13042911177774877
03E,2015-12-01,0.0,2.0,7667,0.26085822355549754
03E,2016-01-01,0.0,2.0,7653,0.26133542401672544
03E,2016-02-01,0.0,1.0,7653,0.13066771200836272
03E,2016-03-01,0.0,1.0,7653,0.13066771200836272
03E,2016-04-01,0.0,1.0,7636,0.13095861707700368
03E,2016-05-01,0.0,1.0,7636,0.13095861707700368
03E,2016-06-01,0.0,1.0,7636,0.13095861707700368
03E,2016-07-01,0.0,1.0,7623,0.13118194936376754
03E,2016-08-01,0.0,1.0,7623,0.13118194936376754
03E,2016-09-01,0.0,1.0,7623,0.13118194936376754
03E,2016-10-01,0.0,1.0,7628,0.13109596224436287
03E,2016-11-01,0.0,1.0,7628,0.13109596224436287
03E,2016-12-01,0.0,1.0,7628,0.13109596224436287
03E,2017-01-01,0.0,1.0,7578,0.1319609395618897
03E,2017-02-01,0.0,1.0,7578,0.1319609395618897
03E,2017-03-01,0.0,2.0,7578,0.2639218791237794
03E,2017-04-01,0.0,1.0,7564,0.13220518244315177
03E,2017-05-01,0.0,1.0,7561,0.1322576378785875
03E,2017-06-01,0.0,1.0,7567,0.13215276860050218
03E,2017-07-01,0.0,1.0,7571,0.1320829480914014
03E,2017-08-01,0.0,1.0,7582,0.13189132155104194
03E,2017-10-01,0.0,2.0,7555,0.26472534745201853
03E,2017-11-01,0.0,1.0,7532,0.1327668613913967
03E,2017-12-01,0.0,1.0,7528,0.13283740701381508
03E,2018-01-01,0.0,1.0,7519,0.1329964090969544
03E,2018-02-01,0.0,1.0,7525,0.132890365448505
03E,2018-03-01,0.0,2.0,7504,0.26652452025586354
03E,2018-04-01,0.0,1.0,7500,0.13333333333333333
03E,2018-05-01,0.0,1.0,7505,0.13324450366422386
03E,2018-07-01,0.0,2.0,7513,0.2662052442433116
03E,2018-08-01,0.0,1.0,7506,0.1332267519317879
03E,2018-09-01,0.0,1.0,7508,0.13319126265316994
03E,2018-10-01,0.0,1.0,7489,0.13352917612498333
03E,2018-11-01,0.0,1.0,7481,0.13367196898810318
03E,2018-12-01,0.0,1.0,7478,0.13372559507889809
03E,2019-02-01,0.0,1.0,7445,0.1343183344526528
03E,2019-03-01,0.0,1.0,7441,0.134390538906061
03E,2019-04-01,0.0,1.0,7418,0.13480722566729578
03E,2019-05-01,0.0,1.0,7416,0.1348435814455232
03E,2019-06-01,0.0,2.0,7421,0.2695054574855141
03F,2019-01-01,0.0,1.0,7365,0.13577732518669383
03H,2014-07-01,0.0,4.0,997,4.012036108324975
03H,2014-08-01,0.0,4.0,997,4.012036108324975
03H,2014-09-01,0.0,4.0,997,4.012036108324975
03H,2014-10-01,0.0,4.0,1043,3.835091083413231
03H,2014-11-01,0.0,4.0,1043,3.835091083413231
03H,2014-12-01,0.0,6.0,1043,5.752636625119846
03H,2015-01-01,0.0,4.0,1047,3.8204393505253105
03H,2015-02-01,0.0,3.0,1047,2.865329512893983
03H,2015-03-01,0.0,5.0,1047,4.7755491881566385
03H,2015-04-01,0.0,2.0,1033,1.936108422071636
03H,2015-05-01,0.0,4.0,1033,3.872216844143272
03H,2015-06-01,0.0,7.0,1033,6.7763794772507255
03H,2015-07-01,0.0,5.0,7277,2.3458343427866195
03H,2015-08-01,0.0,2.0,6203,0.3224246332419797
03H,2015-09-01,0.0,5.0,7277,2.3458343427866195
03H,2015-10-01,0.0,4.0,6251,0.639897616381379
03H,2015-11-01,0.0,5.0,6251,0.7998720204767237
03H,2015-12-01,0.0,3.0,6251,0.47992321228603424
03H,2016-01-01,0.0,3.0,6231,0.48146364949446313
03H,2016-02-01,0.0,4.0,6231,0.6419515326592842
03H,2016-03-01,0.0,3.0,6231,0.48146364949446313
03H,2016-04-01,0.0,2.0,6222,0.3214400514304082
03H,2016-05-01,0.0,4.0,6222,0.6428801028608164
03H,2016-06-01,0.0,5.0,6222,0.8036001285760206
03H,2016-07-01,0.0,4.0,6234,0.6416426050689765
03H,2016-08-01,0.0,3.0,15491,0.4288476609659455
03H,2016-09-01,0.0,1.0,9257,0.10802635843145728
03H,2016-10-01,0.0,1.0,9259,0.10800302408467438
03H,2016-11-01,0.0,1.0,9259,0.10800302408467438
03H,2016-12-01,0.0,1.0,9259,0.10800302408467438
03H,2017-01-01,0.0,1.0,9393,0.10646225912913872
03H,2017-02-01,0.0,1.0,9393,0.10646225912913872
03H,2017-03-01,0.0,2.0,9393,0.21292451825827743
03H,2017-04-01,0.0,1.0,9408,0.10629251700680271
03H,2017-05-01,0.0,1.0,9443,0.1058985491898761
03H,2017-06-01,0.0,1.0,9467,0.10563008344776592
03H,2017-07-01,0.0,1.0,9481,0.10547410610695074
03H,2017-08-01,0.0,1.0,9470,0.10559662090813093
03H,2017-09-01,0.0,1.0,9467,0.10563008344776592
03H,2017-10-01,0.0,2.0,9465,0.21130480718436345
03H,2017-12-01,0.0,2.0,9474,0.21110407430863415
03H,2018-01-01,0.0,1.0,9475,0.10554089709762533
03H,2018-02-01,0.0,1.0,9473,0.10556317956296844
03H,2018-03-01,0.0,1.0,9495,0.10531858873091102
03H,2018-04-01,0.0,2.0,9501,0.21050415745710976
03H,2018-05-01,0.0,1.0,9496,0.10530749789385004
03H,2018-06-01,0.0,1.0,9523,0.10500892575868949
03H,2018-08-01,0.0,3.0,9551,0.31410323526332323
03H,2018-10-01,0.0,2.0,9560,0.20920502092050208
03H,2018-11-01,0.0,1.0,9553,0.10467915837956662
03H,2018-12-01,0.0,1.0,9571,0.10448229025180232
03H,2019-01-01,0.0,1.0,9568,0.10451505016722408
03H,2019-03-01,0.0,1.0,9571,0.10448229025180232
03H,2019-04-01,0.0,1.0,9570,0.10449320794148381
03H,2019-05-01,0.0,3.0,9578,0.31321779077051576
03H,2019-06-01,0.0,1.0,9563,0.10456969570218551
03J,2014-07-01,0.0,3.0,9705,1.0230270511960653
03J,2014-09-01,0.0,1.0,8723,0.11463945890175398
03J,2014-10-01,0.0,1.0,8767,0.11406410402646287
03J,2014-11-01,0.0,3.0,16252,0.38126517283073813
03J,2014-12-01,0.0,1.0,7485,0.13360053440213762
03J,2015-01-01,0.0,3.0,16278,0.36105419071966294
03J,2015-02-01,0.0,2.0,16278,0.24732736256090027
03J,2015-03-01,0.0,2.0,16278,0.24732736256090027
03J,2015-04-01,0.0,2.0,16312,0.24682968290360197
03J,2015-05-01,0.0,2.0,16312,0.24682968290360197
03J,2015-06-01,0.0,1.0,7497,0.13338668800853673
03J,2015-07-01,0.0,3.0,16365,0.3591985120542079
03J,2015-08-01,0.0,2.0,16365,0.24597387437304846
03J,2015-09-01,0.0,3.0,16365,0.3787231110649375
03J,2015-10-01,0.0,3.0,16386,0.35883759162885154
03J,2015-11-01,0.0,2.0,16386,0.2456001326774304
03J,2016-01-01,0.0,3.0,16377,0.35884375569981963
03J,2016-02-01,0.0,2.0,16377,0.24584940541733374
03J,2016-03-01,0.0,2.0,16377,0.24584940541733374
03J,2016-04-01,0.0,2.0,16390,0.24572825639265283
03J,2016-05-01,0.0,2.0,16390,0.24572825639265283
03J,2016-06-01,0.0,2.0,16390,0.24572825639265283
03J,2016-07-01,0.0,2.0,16429,0.2452451636590883
03J,2016-08-01,0.0,2.0,16429,0.2452451636590883
03J,2016-09-01,0.0,3.0,16429,0.37829465807100954
03J,2016-10-01,0.0,3.0,16416,0.3577234994406739
03J,2016-11-01,0.0,1.0,7510,0.13315579227696403
03J,2016-12-01,0.0,1.0,8906,0.11228385358185493
03J,2017-01-01,0.0,3.0,16463,0.3776853919045734
03J,2017-02-01,0.0,2.0,16463,0.24477736425970364
03J,2017-03-01,0.0,1.0,7524,0.13290802764486975
03J,2017-04-01,0.0,2.0,16482,0.24444764798114899
03J,2017-05-01,0.0,2.0,16516,0.24397768717986335
03J,2017-06-01,0.0,2.0,16533,0.24380275314697697
03J,2017-07-01,0.0,2.0,16556,0.24355582202789408
03J,2017-08-01,0.0,3.0,16628,0.374759721957546
03J,2017-09-01,0.0,2.0,16682,0.2417761155778531
03J,2017-10-01,0.0,1.0,9179,0.10894432944765226
03J,2017-11-01,0.0,3.0,16766,0.3728515146062189
03J,2017-12-01,0.0,2.0,16764,0.24074507239470289
03J,2018-01-01,0.0,3.0,16781,0.34941373162715095
03J,2018-02-01,0.0,2.0,16756,0.24090054477941591
03J,2018-03-01,0.0,2.0,16744,0.241010474124631
03J,2018-04-01,0.0,2.0,16750,0.24096087081733827
03J,2018-05-01,0.0,2.0,16779,0.24055058687519065
03J,2018-06-01,0.0,2.0,16750,0.2409663651810594
03J,2018-07-01,0.0,2.0,16815,0.2398871344941807
03J,2018-08-01,0.0,2.0,16819,0.23977173058365048
03J,2018-09-01,0.0,2.0,16798,0.24002733093680376
03J,2018-10-01,0.0,1.0,9133,0.10949304719150334
03J,2018-11-01,0.0,3.0,16771,0.371430966039643
03J,2018-12-01,0.0,3.0,16734,0.35073136747168554
03J,2019-01-01,0.0,2.0,16749,0.24069707736063561
03J,2019-02-01,0.0,2.0,16736,0.24091529732821393
03J,2019-03-01,0.0,2.0,16743,0.24081554702755256
03J,2019-04-01,0.0,2.0,16733,0.24096176649729117
03J,2019-05-01,0.0,3.0,16742,0.35058010249089067
03J,2019-06-01,0.0,3.0,16741,0.37181376360797525
03K,2014-07-01,0.0,1.0,14900,0.06711409395973154
03K,2014-08-01,0.0,1.0,14900,0.06711409395973154
03K,2014-09-01,0.0,1.0,14900,0.06711409395973154
03K,2014-10-01,0.0,1.0,14917,0.06703760809814306
03K,2014-11-01,0.0,1.0,14917,0.06703760809814306
03K,2014-12-01,0.0,1.0,14917,0.06703760809814306
03K,2015-01-01,0.0,1.0,14898,0.06712310377231843
03K,2015-02-01,0.0,1.0,14898,0.06712310377231843
03K,2015-03-01,0.0,1.0,14898,0.06712310377231843
03K,2015-04-01,0.0,1.0,14882,0.0671952694530305
03K,2015-05-01,0.0,2.0,14882,0.134390538906061
03K,2015-06-01,0.0,1.0,14882,0.0671952694530305
03K,2015-07-01,0.0,1.0,14839,0.06738998584810296
03K,2015-08-01,0.0,1.0,14839,0.06738998584810296
03K,2015-09-01,0.0,1.0,14839,0.06738998584810296
03K,2015-10-01,0.0,1.0,14729,0.06789327177676692
03K,2015-11-01,0.0,1.0,14729,0.06789327177676692
03K,2015-12-01,0.0,1.0,14729,0.06789327177676692
03K,2016-01-01,0.0,2.0,14674,0.1362954886193267
03K,2016-03-01,0.0,2.0,14674,0.1362954886193267
03K,2016-04-01,0.0,1.0,14640,0.06830601092896176
03K,2016-05-01,0.0,1.0,14640,0.06830601092896176
03K,2016-06-01,0.0,1.0,14640,0.06830601092896176
03K,2016-07-01,0.0,2.0,14592,0.1370614035087719
03K,2016-09-01,0.0,1.0,14592,0.06853070175438596
03K,2016-10-01,0.0,3.0,14597,0.2055216825375077
03K,2016-12-01,0.0,1.0,14597,0.06850722751250257
03K,2017-01-01,0.0,1.0,14524,0.06885155604516663
03K,2017-02-01,0.0,2.0,14524,0.13770311209033326
03K,2017-04-01,0.0,1.0,14454,0.06918500069185
03K,2017-05-01,0.0,1.0,14428,0.06930967563071805
03K,2017-06-01,0.0,1.0,14413,0.06938180808991883
03K,2017-07-01,0.0,1.0,14414,0.06937699458859442
03K,2017-08-01,0.0,1.0,14380,0.06954102920723228
03K,2017-10-01,0.0,1.0,14302,0.06992029086841002
03K,2017-11-01,0.0,1.0,14268,0.07008690776562938
03K,2017-12-01,0.0,1.0,14259,0.0701311452416018
03K,2018-01-01,0.0,3.0,14276,0.21014289717007564
03K,2018-03-01,0.0,1.0,14202,0.07041261794113504
03K,2018-04-01,0.0,1.0,14173,0.07055669230226487
03K,2018-05-01,0.0,1.0,14164,0.07060152499293985
03K,2018-06-01,0.0,1.0,14148,0.07068136839129205
03K,2018-07-01,0.0,1.0,14140,0.07072135785007072
03K,2018-08-01,0.0,2.0,14115,0.14169323414806942
03K,2018-09-01,0.0,1.0,14086,0.07099247479767144
03K,2018-10-01,0.0,1.0,14021,0.07132158904500392
03K,2018-11-01,0.0,1.0,13974,0.07156147130385
03K,2018-12-01,0.0,1.0,13943,0.07172057663343613
03K,2019-01-01,0.0,1.0,13949,0.07168972686214065
03K,2019-02-01,0.0,1.0,13933,0.07177205196296561
03K,2019-03-01,0.0,1.0,13903,0.07192692224699705
03K,2019-04-01,0.0,1.0,13886,0.07201497911565606
03K,2019-05-01,0.0,2.0,13873,0.14416492467382686
03L,2014-07-01,0.0,3.0,11906,0.533735575489229
03L,2014-08-01,0.0,1.0,6706,0.14912019087384432
03L,2014-09-01,0.0,2.0,11906,0.3414278831815366
03L,2014-10-01,0.0,1.0,6755,0.1480384900074019
03L,2014-11-01,0.0,4.0,11998,0.7202299834271997
03L,2014-12-01,0.0,2.0,11998,0.3387689878140012
03L,2015-01-01,0.0,1.0,5201,0.19227071716977504
03L,2015-02-01,0.0,1.0,5201,0.19227071716977504
03L,2015-03-01,0.0,1.0,5201,0.19227071716977504
03L,2015-04-01,0.0,3.0,8531,0.8047426915065621
03L,2015-05-01,0.0,1.0,5281,0.1893580761219466
03L,2015-06-01,0.0,1.0,5281,0.1893580761219466
03L,2015-07-01,0.0,1.0,5353,0.18681113394358304
03L,2015-08-01,0.0,3.0,8606,0.8016282258587383
03L,2015-09-01,0.0,3.0,8606,0.8016282258587383
03L,2015-10-01,0.0,7.0,14169,1.4998933702466424
03L,2015-11-01,0.0,3.0,14169,0.7040877472163232
03L,2015-12-01,0.0,3.0,14169,0.7040877472163232
03L,2016-01-01,0.0,3.0,14208,0.706642144130737
03L,2016-02-01,0.0,3.0,14208,0.706642144130737
03L,2016-03-01,0.0,3.0,16207,0.8991999615009605
03L,2016-04-01,0.0,2.0,14369,0.3982360214555788
03L,2016-05-01,0.0,4.0,21277,0.6328752817431456
03L,2016-06-01,0.0,2.0,10151,0.45311615896766466
03L,2016-07-01,0.0,3.0,21462,0.5400317903853609
03L,2016-08-01,0.0,4.0,21462,0.6295172489983362
03L,2016-09-01,0.0,4.0,21462,0.8486737656940028
03L,2016-10-01,0.0,3.0,21446,0.5402797141133808
03L,2016-11-01,0.0,3.0,21446,0.5402797141133807
03L,2016-12-01,0.0,5.0,25427,1.0426660492050663
03L,2017-01-01,0.0,4.0,18569,0.9581641547168445
03L,2017-02-01,0.0,4.0,18569,0.9581641547168445
03L,2017-03-01,0.0,3.0,18569,0.6479904574463731
03L,2017-04-01,0.0,3.0,18688,0.645153018975286
03L,2017-05-01,0.0,2.0,14705,0.39665526684015373
03L,2017-06-01,0.0,3.0,14719,0.48359640978025376
03L,2017-07-01,0.0,2.0,14758,0.3949373516643353
03L,2017-08-01,0.0,3.0,14788,0.7009658414445095
03L,2017-09-01,0.0,2.0,14811,0.3947142456478031
03L,2017-10-01,0.0,2.0,14826,0.3944272584192901
03L,2017-11-01,0.0,2.0,14857,0.39315109984661895
03L,2017-12-01,0.0,2.0,14845,0.39332717858214417
03L,2018-01-01,0.0,2.0,14857,0.39306435212428037
03L,2018-02-01,0.0,2.0,14861,0.3926882042974321
03L,2018-03-01,0.0,2.0,14861,0.3928612970423712
03L,2018-04-01,0.0,2.0,14891,0.3926389232765456
03L,2018-05-01,0.0,2.0,14893,0.39253752248070006
03L,2018-06-01,0.0,2.0,14902,0.3914360865931643
03L,2018-07-01,0.0,3.0,14890,0.47753464360707565
03L,2018-08-01,0.0,3.0,14916,0.6928546362983139
03L,2018-09-01,0.0,2.0,14930,0.3883411709061141
03L,2018-10-01,0.0,2.0,14902,0.38779575379003206
03L,2018-11-01,0.0,2.0,14882,0.3867827382206242
03L,2018-12-01,0.0,2.0,14954,0.38403294064762433
03L,2019-01-01,0.0,2.0,14964,0.38485576614575256
03L,2019-02-01,0.0,2.0,15001,0.38263240175356394
03L,2019-03-01,0.0,3.0,15000,0.6804705066771742
03L,2019-04-01,0.0,2.0,15000,0.38409940123768604
03L,2019-05-01,0.0,2.0,14992,0.3835887862710422
03L,2019-06-01,0.0,1.0,11622,0.08604371020478403
03M,2018-02-01,0.0,1.0,8008,0.12487512487512488
03M,2018-03-01,0.0,1.0,7995,0.12507817385866166
03M,2018-05-01,0.0,2.0,8023,0.24928331048236324
03M,2018-06-01,0.0,1.0,8024,0.1246261216350947
03M,2018-09-01,0.0,1.0,30684,0.03259027506192152
03M,2018-12-01,0.0,2.0,30509,0.06555442656265363
03M,2019-01-01,0.0,2.0,30438,0.06570733950982324
03M,2019-03-01,0.0,1.0,30264,0.03304255881575469
03M,2019-04-01,0.0,2.0,30178,0.06627344423089668
03M,2019-05-01,0.0,1.0,30072,0.03325352487363661
03M,2019-06-01,0.0,1.0,30005,0.03332777870354941
03N,2014-07-01,0.0,14.0,23314,3.0245085802963483
03N,2014-08-01,0.0,11.0,23314,2.1710639325244627
03N,2014-09-01,0.0,10.0,23314,2.1729601933168627
03N,2014-10-01,0.0,11.0,23231,2.4377077478710394
03N,2014-11-01,0.0,10.0,14462,2.288656030905435
03N,2014-12-01,0.0,8.0,14462,2.0542555604837087
03N,2015-01-01,0.0,8.0,14504,1.6366367447913108
03N,2015-02-01,0.0,11.0,14504,2.162386363529857
03N,2015-03-01,0.0,9.0,14504,1.91665010046004
03N,2015-04-01,0.0,4.0,14492,0.9609987355201017
03N,2015-05-01,0.0,4.0,7950,1.027872209496647
03N,2015-06-01,0.0,6.0,14492,1.333589115641557
03N,2015-07-01,0.0,5.0,7910,1.253273660836743
03N,2015-08-01,0.0,5.0,14501,1.1829708392648324
03N,2015-09-01,0.0,5.0,14501,1.1113961758091608
03N,2015-10-01,0.0,4.0,15523,0.8734495006583664
03N,2015-11-01,0.0,2.0,4461,0.44832997085855186
03N,2015-12-01,0.0,3.0,4461,0.6724949562878278
03N,2016-01-01,0.0,4.0,14575,0.892468136346171
03N,2016-02-01,0.0,5.0,14575,1.041012402537496
03N,2016-03-01,0.0,5.0,14575,1.041012402537496
03N,2016-04-01,0.0,4.0,14883,0.8679696266379098
03N,2016-05-01,0.0,6.0,20510,0.9621994394366781
03N,2016-06-01,0.0,4.0,20510,0.8005702168732386
03N,2016-07-01,0.0,3.0,8510,0.6949520455401246
03N,2016-08-01,0.0,4.0,8510,0.9186656920725629
03N,2016-09-01,0.0,3.0,8510,0.6949520455401246
03N,2016-10-01,0.0,3.0,8503,0.6952661655069652
03N,2016-11-01,0.0,3.0,8503,0.6952661655069652
03N,2016-12-01,0.0,3.0,8503,0.6952661655069652
03N,2017-01-01,0.0,3.0,9116,0.6641415896502764
03N,2017-02-01,0.0,5.0,17688,0.8974593684650221
03N,2017-03-01,0.0,4.0,17688,0.7808004790576493
03N,2017-04-01,0.0,4.0,17623,0.7868414946593854
03N,2017-05-01,0.0,6.0,25517,1.0411082863901118
03N,2017-06-01,0.0,10.0,25516,1.7472402870970583
03N,2017-07-01,0.0,7.0,25533,1.1655311818519096
03N,2017-08-01,0.0,10.0,25530,1.6235732406613632
03N,2017-09-01,0.0,8.0,25537,1.289163078426177
03N,2017-10-01,0.0,9.0,25478,1.5186377633631976
03N,2017-11-01,0.0,5.0,12360,0.8296691887638566
03N,2017-12-01,0.0,9.0,25487,1.409745943653348
03N,2018-01-01,0.0,6.0,16967,1.0477136219597318
03N,2018-02-01,0.0,6.0,16936,1.0501285883498848
03N,2018-03-01,0.0,8.0,16974,1.2984704679061145
03N,2018-04-01,0.0,9.0,16970,1.524819380962142
03N,2018-05-01,0.0,6.0,16982,1.0477289778654324
03N,2018-06-01,0.0,8.0,17034,1.396556117272651
03N,2018-07-01,0.0,4.0,17046,0.795147806106454
03N,2018-08-01,0.0,4.0,22106,0.5533502495454201
03N,2018-09-01,0.0,4.0,22052,0.6670413636146888
03N,2018-10-01,0.0,3.0,17362,0.33900787217819767
03N,2018-11-01,0.0,3.0,13755,0.4371772682154209
03N,2018-12-01,0.0,3.0,13749,0.4373933508462847
03N,2019-01-01,0.0,5.0,21783,0.7829386228294395
03N,2019-02-01,0.0,4.0,21778,0.5626621490136385
03N,2019-03-01,0.0,2.0,9132,0.21901007446342532
03N,2019-04-01,0.0,3.0,13603,0.5542116644798434
03N,2019-05-01,0.0,3.0,13564,0.4430512972530697
03N,2019-06-01,0.0,2.0,13583,0.3322807562253043
03Q,2014-07-01,0.0,11.0,100239,0.7807330058697671
03Q,2014-08-01,0.0,11.0,100239,0.8368698443838575
03Q,2014-09-01,0.0,11.0,91877,0.849078864572162
03Q,2014-10-01,0.0,12.0,101006,1.1138023097409564
03Q,2014-11-01,0.0,9.0,82818,1.0462044216107753
03Q,2014-12-01,0.0,7.0,88344,0.3000904434386336
03Q,2015-01-01,0.0,13.0,101325,0.9943232712122236
03Q,2015-02-01,0.0,11.0,101325,0.733589012603664
03Q,2015-03-01,0.0,11.0,101325,1.1653316424065197
03Q,2015-04-01,0.0,12.0,101645,0.8878409209577842
03Q,2015-05-01,0.0,8.0,74909,0.7584862661229395
03Q,2015-06-01,0.0,20.0,101645,1.2043274151464538
03Q,2015-07-01,0.0,11.0,93555,0.6783096734040724
03Q,2015-08-01,0.0,9.0,97808,0.4792854212950813
03Q,2015-09-01,0.0,15.0,102059,1.926902899928772
03Q,2015-10-01,0.0,13.0,102632,1.198510851110561
03Q,2015-11-01,0.0,11.0,102632,0.9464006913521738
03Q,2015-12-01,0.0,16.0,102632,1.2528647044578805
03Q,2016-01-01,0.0,11.0,102574,0.9442830232616368
03Q,2016-02-01,0.0,12.0,83907,1.3555045568832829
03Q,2016-03-01,0.0,14.0,102574,1.4626455007949988
03Q,2016-04-01,0.0,11.0,94329,0.8453696909512028
03Q,2016-05-01,0.0,16.0,102746,1.682145624549415
03Q,2016-06-01,0.0,10.0,102746,0.9281460245035351
